Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
3,9,232,3,3795,6672,Yes! Yes! Yes! Yes! Awww!
3,9,178,0,6840,11301,"Hey, it’s your Thanksgiving too, y'know, instead of watching football, you could help."
3,9,232,4,11469,13178,We will.
3,9,144,4,14305,17975,"Okay, Rachel, you wanna put the marshmellows in concentric circles."
3,9,185,4,19436,24648,"No Mon,"
3,9,144,4,34200,36076,Every year.
3,9,144,4,263888,265514,Okay. Let’s bring it in.
3,9,185,4,265682,267140,"Wait no, honey, honey throw it to me, throw it to me."
3,9,197,4,267308,269559,Here you go.
3,9,185,0,271104,273772,That almost hit me in the face.
3,9,178,4,1309891,1312935,Isn’t there a national football league.
3,9,29,4,1313854,1316605,"Yes. Yes, there is, they play on Sundays and Monday nights."
3,9,185,5,1316773,1319400,Oh shoot! I work Monday nights.
3,9,178,3,1322070,1325948,"Umm, this stuffing is amazing. Do you think we should bring them some?"
3,9,108,4,1326116,1328200,"When they’re hungry enough, they’ll come in."
3,9,144,0,1328368,1328952,Let go!
3,9,197,0,1328952,1331294,No! You let go!
3,9,197,3,1333206,1336250,How come it’s always us left in the field holding the ball?
3,9,144,4,1336418,1340254,I don’t know. I guess the other people just don’t care enough.
3,9,197,5,1345927,1348804,Hey! It’s starting to snow.
3,9,197,0,1353060,1355605,Gimme the this!
3,9,144,0,1355605,1356285,Let go!
